kalimat,kata,entitas,postag
54,persen,O,CD
54,.,O,Z
55,Politikus,O,NNP
55,PDI,ORG,NNP
55,Perjuangan,ORG,NNP
55,Guruh,PER,NNP
55,Soekarnoputra,PER,NNP
55,menjenguk,O,VB
55,Ketua,O,NNP
55,Umum,O,NNP
55,Partai,O,NNP
55,Gerindra,O,NNP
55,Suhardi,PER,NNP
55,di,O,IN
55,Rumah,LOC,NNP
55,Sakit,LOC,NNP
55,Pusat,LOC,NNP
55,Pertamina,LOC,NNP
55,",",LOC,Z
55,Jakarta,LOC,NNP
55,Pusat,LOC,NNP
55,.,O,Z
56,Suhardi,PER,NNP
56,mengalami,O,VB
56,sakit,O,NN
56,kanker,O,NN
56,paru-paru,O,JJ
56,stadium,O,NN
56,empat,O,CD
56,dan,O,CC
56,dalam,O,IN
56,kondisi,O,NN
56,kritis,O,JJ
56,.,O,Z
57,Guruh,PER,CD
57,berbagi,O,VB
57,sedikit,O,CD
57,cerita,O,NN
57,mengenai,O,IN
57,sosok,O,NN
57,Suhardi,O,NNP
57,sebagai,O,IN
57,politikus,O,NN
57,.,O,Z
58,"""",O,Z
58,Pak,O,NNP
58,Suhardi,PER,NNP
58,itu,O,PR
58,bawaannya,O,RB
58,kalem,O,JJ
58,.,O,Z
58,Tenanglah,O,NNP
58,Pak,PER,NNP
58,Suhardi,PER,NNP
58,",",O,Z
58,"""",O,Z
58,kata,O,VB
58,dia,O,PRP
58,usai,O,SC
58,menjenguk,O,VB
58,Suhardi,PER,NNP
58,di,O,IN
58,RSPP,LOC,NNP
58,",",LOC,Z
58,Jakarta,LOC,NNP
58,",",O,Z
58,Selasa,TIM,NNP
58,",",TIM,Z
58,26,TIM,CD
58,Agustus,TIM,NNP
58,2014,TIM,CD
58,.,O,Z
59,Ada,O,VB
59,satu,O,CD
59,hal,O,NN
59,yang,O,SC
59,paling,O,RB
59,diingat,O,VB
59,Guruh,PER,NN
59,mengenai,O,IN
59,guru,O,NN
59,besar,O,JJ
59,Fakultas,ORG,NNP
59,Kehutanan,ORG,NNP
59,Universitas,ORG,NNP
59,Gadjah,ORG,NNP
59,Mada,ORG,NNP
59,itu,O,PR
59,.,O,Z
60,Suhardi,PER,NNP
60,pantang,O,VB
60,makan,O,VB
60,makanan,O,NN
60,yang,O,SC
60,terbuat,O,VB
60,dari,O,IN
60,gandum,O,NN
60,.,O,Z
61,"""",O,Z
61,Pak,O,NNP
61,Suhardi,PER,NNP
61,berpantang,O,VB
61,untuk,O,SC
61,makan,O,VB
61,gandum,O,NN
61,",",O,Z
61,roti,O,VB
61,ataupun,O,SC
61,mi,O,VB
61,.,O,Z
61,Atau,O,CC
61,apa,O,WH
61,pun,O,RP
61,yang,O,SC
61,terbuat,O,VB
61,dari,O,IN
61,gandum,O,NN
61,",",O,Z
61,"""",O,Z
61,kata,O,VB
61,dia,O,PRP
61,tanpa,O,IN
61,menjelaskan,O,VB
61,lebih,O,RB
61,jauh,O,JJ
61,alasannya,O,RB
61,.,O,Z
62,Sebelum,O,SC
62,bergabung,O,VB
62,di,O,IN
62,Partai,ORG,NNP
62,Gerindra,ORG,NNP
62,dan,O,CC
62,menjabat,O,VB
62,sebagai,O,IN
62,ketua,O,NN
62,umum,O,JJ
62,",",O,Z
62,Suhardi,PER,NNP
62,sibuk,O,VB
62,sebagai,O,IN
62,akademikus,O,NN
62,.,O,Z
63,Pernah,O,MD
63,menjabat,O,VB
63,sebagai,O,IN
63,Dekan,ORG,NNP
63,Fakultas,ORG,NNP
63,Kehutanan,ORG,NNP
63,UGM,ORG,NNP
63,",",O,Z
63,ia,O,PRP
63,meninggalkan,O,VB
63,sejumlah,O,CD
63,karya,O,NN
63,dan,O,CC
63,pemikiran,O,NN
63,.,O,Z
64,Ia,O,PRP
64,juga,O,RB
64,dikenal,O,VB
64,di,O,IN
64,kampus,O,NN
64,sebagai,O,IN
64,profesor,O,NN
64,telo,O,NN
64,(,O,Z
64,ketela,O,NN
64,),O,Z
64,karena,O,SC
64,tidak,O,NEG
64,pernah,O,MD
64,bosan,O,VB
64,mengkampanyekan,O,VB
64,untuk,O,IN
64,mengkonsumsi,O,NN
64,bahan,O,NN
64,pangan,O,NN
64,lokal,O,JJ
64,tersebut,O,PR
64,.,O,Z
65,Sekretaris,O,NNP
65,Kabinet,O,NNP
65,Andi,PER,NNP
65,Widjajanto,PER,NNP
65,mengatakan,O,VB
65,Presiden,O,NNP
65,Joko,PER,NNP
65,Widodo,PER,NNP
65,telah,O,MD
65,memilih,O,VB
65,politikus,O,NN
65,Partai,ORG,NNP
65,NasDem,ORG,NNP
65,",",O,Z
65,H,PER,NNP
65,.,PER,Z
65,M,PER,NNP
65,.,PER,Z
66,Prasetyo,PER,NNP
66,",",O,Z
66,untuk,O,SC
66,menjadi,O,VB
66,Jaksa,O,NNP
66,Agung,O,NNP
66,.,O,Z
67,Keputusan,O,NN
67,tersebut,O,PR
67,diambil,O,VB
67,Presiden,O,NNP
67,Joko,PER,NNP
67,Widodo,PER,NNP
67,pagi,O,NN
67,tadi,O,NN
67,.,O,Z
68,"""",O,Z
68,Benar,O,NNP
68,",",O,Z
68,Jaksa,O,NNP
68,Agung,O,NNP
68,Prasetyo,PER,NNP
68,.,O,Z
68,Tadi,O,NNP
68,pagi,O,NN
68,(,O,Z
68,keputusannya,O,RB
68,),O,Z
68,",",O,Z
68,"""",O,Z
68,kata,O,VB
68,Andi,PER,NNP
68,kepada,O,IN
68,Tempo,ORG,NNP
68,di,O,IN
68,Jakarta,LOC,NNP
68,",",O,Z
68,Kamis,TIM,NNP
68,",",TIM,Z
68,20,TIM,CD
68,November,TIM,NNP
68,2014,TIM,CD
68,.,O,Z
69,Andi,PER,NNP
69,mengatakan,O,VB
69,keputusan,O,NN
69,presiden,O,NN
69,(,O,Z
69,keppres,O,NN
69,),O,Z
69,telah,O,MD
69,disiapkan,O,VB
69,mengenai,O,IN
69,pengangkatan,O,NN
69,Prasetyo,PER,NNP
69,sebagai,O,IN
69,Jaksa,O,NNP
69,Agung,O,NNP
69,untuk,O,SC
69,mengganti,O,VB
69,Basrief,PER,NNP
69,Arief,PER,NNP
69,.,O,Z
70,"""",O,Z
70,Keppresnya,O,NNP
70,sudah,O,MD
70,keluar,O,VB
70,",",O,Z
70,nomornya,O,NN
70,nanti,O,NN
70,saja,O,RB
70,setelah,O,SC
70,dilantik,O,JJ
70,",",O,Z
70,"""",O,Z
70,katanya,O,RB
70,.,O,Z
71,Andi,PER,NNP
71,mengatakan,O,VB
71,Jokowi,PER,NNP
71,rencananya,O,RB
71,melantik,O,JJ
71,Prasetyo,PER,NNP
71,sebagai,O,IN
71,Jaksa,O,NNP
71,Agung,O,NNP
71,pada,O,IN
71,siang,O,NN
71,ini,O,PR
71,pukul,O,NN
71,14.00,TIM,CD
71,di,O,IN
71,Istana,LOC,NNP
71,Negara,LOC,NNP
71,.,O,Z
72,Prasetyo,PER,NNP
72,merupakan,O,VB
72,politikus,O,NN
72,Partai,ORG,NNP
72,NasDem,ORG,NNP
72,yang,O,SC
72,kini,O,NN
72,menjadi,O,VB
72,anggota,O,NN
72,DPR,ORG,NNP
72,periode,O,NN
72,2014-2019,TIM,CD
72,",",O,Z
72,yang,O,SC
72,terpilih,O,VB
72,dari,O,IN
72,daerah,O,NN
72,pemilihan,O,NN
72,Jawa,LOC,NNP
72,Tengah,LOC,NNP
72,II,LOC,NNP
72,.,O,Z
73,Prasetyo,PER,NNP
73,tak,O,NEG
73,sepenuhnya,O,JJ
73,politikus,O,NN
73,.,O,Z
74,Sebelum,O,SC
74,menjadi,O,VB
74,anggota,O,NN
74,Dewan,ORG,NNP
74,Perwakilan,ORG,NNP
74,Rakyat,ORG,NNP
74,",",O,Z
74,Prasetyo,PER,NNP
74,juga,O,RB
74,seorang,O,NND
74,jaksa,O,NN
74,.,O,Z
75,Ia,O,PRP
75,pernah,O,MD
75,menjabat,O,VB
75,sebagai,O,IN
75,Jaksa,O,NNP
75,Agung,O,NNP
75,Muda,O,NNP
75,Pidana,O,NNP
75,Umum,O,NNP
75,tahun,O,NN
75,2005-2006,TIM,CD
75,serta,O,CC
75,pernah,O,MD
75,menjadi,O,VB
75,Kepala,O,NNP
75,Kejaksaan,O,NNP
75,Tinggi,O,NNP
75,Sulawesi,O,NNP
75,Selatan,O,NNP
75,.,O,Z
76,Selama,O,IN
76,menjadi,O,VB
76,jaksa,O,NN
76,",",O,Z
76,tak,O,NEG
76,ada,O,VB
76,rekam,O,NN
76,jejak,O,NN
76,yang,O,SC
76,menonjol,O,VB
76,dari,O,IN
76,pria,O,NN
76,yang,O,SC
76,diusung,O,VB
76,oleh,O,IN
76,Ketua,O,NNP
76,Umum,O,NNP
76,NasDem,O,NNP
76,Surya,PER,NNP
76,Paloh,PER,NNP
76,itu,O,PR
76,.,O,Z
77,Hal,O,NN
77,ini,O,PR
77,membuat,O,VB
77,kompetensi,O,NN
77,Prasetyo,PER,NNP
77,diragukan,O,VB
77,oleh,O,IN
77,lembaga-lembaga,O,NN
77,antikorupsi,O,NN
77,",",O,Z
77,seperti,O,IN
77,Indonesia,ORG,NNP
77,Corruption,ORG,NNP
77,Watch,ORG,NNP
77,.,O,Z
78,Sebelumnya,O,SC
78,",",O,Z
78,selain,O,IN
78,Prasetyo,PER,NNP
78,",",O,Z
78,muncul,O,VB
78,beberapa,O,CD
78,nama,O,NN
78,calon,O,NN
78,Jaksa,O,NNP
78,Agung,O,NNP
78,",",O,Z
78,seperti,O,IN
78,Kepala,ORG,NNP
78,Pusat,ORG,NNP
78,Pelaporan,ORG,NNP
78,dan,ORG,CC
78,Analisis,ORG,NNP
78,Transaksi,ORG,NNP
78,Keuangan,ORG,NNP
78,Muhammad,PER,NNP
78,Yusuf,PER,NNP
78,",",O,Z
78,serta,O,CC
78,dari,O,IN
78,internal,O,JJ
78,Kejaksaan,ORG,NN
78,ada,O,VB
78,Widyo,PER,NNP
78,Pramono,PER,NNP
78,dan,O,CC
78,Andhi,PER,NNP
78,Nirwanto,PER,NNP
78,.,O,Z
79,Presiden,O,NNP
79,Partai,ORG,NNP
79,Keadilan,ORG,NNP
79,Sejahtera,ORG,NNP
79,Anis,PER,NNP
79,Matta,PER,NNP
79,hanya,O,RB
79,bisa,O,MD
79,tersenyum,O,VB
79,ketika,O,SC
79,ditanya,O,VB
79,soal,O,NN
79,pencalonannya,O,RB
79,sebagai,O,IN
79,presiden,O,NN
79,pada,O,IN
79,Pemilu,O,NNP
79,2014,O,CD
79,.,O,Z
80,Saat,O,NN
80,ini,O,PR
80,",",O,Z
80,kata,O,VB
80,Anis,O,NNP
80,",",O,Z
80,ia,O,PRP
80,fokus,O,NN
80,pada,O,IN
80,pemenangan,O,NN
80,PKS,ORG,NNP
80,pada,O,IN
80,Pemilu,O,NNP
80,Legislatif,O,NNP
80,2014,O,CD
80,.,O,Z
81,"""",O,Z
81,Soal,O,NN
81,calon,O,NN
81,presiden,O,NN
81,itu,O,PR
81,urusan,O,NN
81,nanti,O,NN
81,",",O,Z
81,yang,O,SC
81,penting,O,JJ
81,menang,O,VB
81,dulu,O,NN
81,lah,O,RP
81,",",O,Z
81,"""",O,Z
81,kata,O,VB
81,Anis,PER,NNP
81,di,O,IN
81,Samarinda,LOC,NNP
81,",",LOC,Z
81,Kalimantan,LOC,NNP
81,Timur,LOC,NNP
81,",",O,Z
81,Selasa,TIM,NNP
81,(,TIM,Z
81,29/10/2013,TIM,CD
81,),TIM,Z
81,.,O,Z
82,Ia,O,PRP
82,menegaskan,O,VB
82,",",O,Z
82,PKS,ORG,NNP
82,belum,O,NEG
82,membahas,O,VB
82,soal,O,NN
82,bakal,O,JJ
82,calon,O,NN
82,presiden,O,NN
82,pada,O,IN
82,Pemilu,O,NNP
82,2014,O,CD
82,.,O,Z
83,Ia,O,PRP
83,menekankan,O,VB
83,pentingnya,O,NN
83,Pemilu,O,NNP
83,Legislatif,O,NNP
83,2014,O,CD
83,.,O,Z
84,Pasalnya,O,RB
84,",",O,Z
84,perolehan,O,NN
84,pada,O,IN
84,tahapan,O,NN
84,tersebut,O,PR
84,menentukan,O,VB
84,apakah,O,WH
84,PKS,ORG,NNP
84,dapat,O,MD
84,mengajukan,O,VB
84,calon,O,NN
84,presiden,O,NN
84,sendiri,O,NN
84,.,O,Z
85,Sesuai,O,NNP
85,UU,O,NNP
85,Pemilu,O,NNP
85,Presiden,O,NNP
85,",",O,Z
85,pasangan,O,NN
85,calon,O,NN
85,presiden-calon,O,NN
85,wakil,O,NN
85,presiden,O,NN
85,dapat,O,MD
85,diajukan,O,VB
85,oleh,O,IN
85,partai,O,NN
85,politik,O,NN
85,atau,O,CC
85,gabungan,O,NN
85,partai,O,NN
85,politik,O,NN
85,yang,O,SC
85,memeroleh,O,VB
85,20,O,CD
85,persen,O,CD
85,suara,O,NN
85,pada,O,IN
85,pemilu,O,NN
85,legislatif,O,JJ
85,.,O,Z
86,Beberapa,O,CD
86,parpol,O,NN
86,yang,O,SC
86,telah,O,MD
86,mengusung,O,VB
86,bakal,O,NN
86,calon,O,NN
86,presiden,O,NN
86,adalah,O,VB
86,",",O,Z
86,di,O,IN
86,antaranya,O,NN
86,",",O,Z
86,Golkar,ORG,NNP
86,",",O,Z
86,PAN,ORG,NNP
86,",",O,Z
86,dan,O,CC
86,Hanura,ORG,NNP
86,.,O,Z
87,Ketiga,O,CD
87,bakal,O,NN
87,calon,O,NN
87,presiden,O,NN
87,itu,O,PR
87,",",O,Z
87,masing-masing,O,PRP
87,",",O,Z
87,Aburizal,PER,NNP
87,"""",PER,Z
87,Ical,PER,NNP
87,"""",PER,Z
87,Bakrie,PER,NNP
87,",",O,Z
87,Hatta,PER,NNP
87,Rajasa,PER,NNP
87,",",O,Z
87,dan,O,CC
87,Wiranto,PER,NNP
87,.,O,Z
88,Kuasa,O,NN
88,hukum,O,NN
88,pasangan,O,NN
88,calon,O,NN
88,presiden-wakil,O,NN
88,presiden,O,NN
88,Prabowo,PER,NNP
88,Subianto-Hatta,PER,NNP
88,Rajasa,PER,NNP
88,",",O,Z
88,Firman,PER,NNP
88,Wijaya,PER,NNP
88,",",O,Z
88,mengatakan,O,VB
88,timnya,O,RB
88,menggugat,O,VB
88,Komisi,ORG,NNP
88,Pemilihan,ORG,NNP
88,Umum,ORG,NNP
88,ke,O,IN
88,Pengadilan,ORG,NNP
88,Negeri,ORG,NNP
88,Jakarta,ORG,NNP
88,Pusat,ORG,NNP
88,.,O,Z
89,Firman,PER,NN
89,meyakini,O,PR
89,ada,O,VB
89,perbuatan,O,NN
89,melawan,O,VB
89,hukum,O,NN
89,yang,O,SC
89,dilakukan,O,VB
89,KPU,ORG,NNP
89,.,O,Z
90,Dengan,O,IN
90,gugatan,O,NN
90,tersebut,O,PR
90,",",O,Z
90,terhitung,O,VB
90,sudah,O,MD
90,ada,O,VB
90,tiga,O,CD
90,institusi,O,NN
90,yang,O,SC
90,menjadi,O,VB
90,tujuan,O,NN
90,bagi,O,IN
90,tim,O,NN
90,Prabowo-Hatta,PER,NNP
90,untuk,O,SC
90,melayangkan,O,VB
90,tuntutan,O,NN
90,mereka,O,PRP
90,.,O,Z
91,Sebelumnya,O,SC
91,",",O,Z
91,Prabowo-Hatta,PER,NNP
91,menggugat,O,VB
91,ke,O,IN
91,Mahkamah,ORG,NNP
91,Konstitusi,ORG,NNP
91,dan,ORG,CC
91,Dewan,ORG,NNP
91,Kehormatan,ORG,NNP
91,Penyelenggara,ORG,NNP
91,Pemilu,ORG,NNP
91,.,O,Z
92,"""",O,Z
92,Dasar,O,NN
92,gugatan,O,NN
92,yaitu,O,SC
92,kerugian,O,NN
92,materiil,O,JJ
92,dan,O,CC
92,imateriil,O,JJ
92,yang,O,SC
92,dialami,O,VB
92,delapan,O,CD
92,klien,O,NN
92,kami,O,PRP
92,karena,O,SC
92,KPU,ORG,NNP
92,melakukan,O,VB
92,pemilu,O,NN
92,9,TIM,CD
92,Juli,TIM,NNP
92,2014,TIM,CD
92,",",O,Z
92,"""",O,Z
92,kata,O,VB
92,Firman,PER,NN
92,saat,O,NN
92,dihubungi,O,VB
92,",",O,Z
92,Sabtu,TIM,NNP
92,",",TIM,Z
92,16,TIM,CD
92,Agustus,TIM,NNP
92,2014,TIM,CD
92,.,O,Z
93,"""",O,Z
93,KPU,ORG,NNP
93,digugat,O,VB
93,karena,O,SC
93,merupakan,O,VB
93,konsekuensi,O,NN
93,dari,O,IN
93,institusi,O,NN
93,.,O,Z
93,"""",O,Z
93,Firman,PER,NNP
93,belum,O,NEG
93,menjelaskan,O,VB
93,profil,O,NN
93,kedelapan,O,NN
93,orang,O,NN
93,tersebut,O,PR
93,.,O,Z
94,"""",O,Z
94,Delapan,O,NN
94,orang,O,NN
94,itu,O,PR
94,merasa,O,VB
94,dirugikan,O,VB
94,lantaran,O,NN
94,pada,O,IN
94,9,TIM,CD
94,Juli,TIM,NNP
94,2014,TIM,CD
94,kehilangan,O,NN
94,pendapatan,O,NN
94,karena,O,SC
94,ada,O,VB
94,penyelenggaraan,O,NN
94,pemilu,O,NN
94,presiden,O,NN
94,",",O,Z
94,"""",O,Z
94,ujar,O,VB
94,Firman,PER,NNP
94,.,O,Z
95,Dia,O,PRP
95,mengatakan,O,VB
95,",",O,Z
95,pada,O,IN
95,hari-hari,O,NN
95,biasa,O,JJ
95,",",O,Z
95,delapan,O,CD
95,orang,O,NN
95,itu,O,PR
95,mendapat,O,VB
95,penghasilan,O,NN
95,sekitar,O,IN
95,Rp,O,SYM
95,100,O,CD
95,ribu,O,CD
95,per,O,IN
95,hari,O,NN
95,.,O,Z
96,"""",O,Z
96,Mereka,O,PRP
96,memberikan,O,VB
96,kuasa,O,NN
96,kepada,O,IN
96,kami,O,PRP
96,atas,O,IN
96,kerugian,O,NN
96,yang,O,SC
96,mereka,O,PRP
96,alami,O,VB
96,.,O,Z
96,"""",O,Z
96,Menurut,O,IN
96,Firman,PER,NNP
96,",",O,Z
96,gugatan,O,NN
96,tim,O,NN
96,hukum,O,NN
96,Prabowo-Hatta,PER,NNP
96,ke,O,IN
96,PN,ORG,NNP
96,Jakarta,ORG,NNP
96,Pusat,ORG,NNP
96,berbeda,O,VB
96,dengan,O,IN
96,gugatan,O,NN
96,ke,O,IN
96,Mahkamah,ORG,NNP
96,Konstitusi,ORG,NNP
96,ataupun,O,VB
96,ke,O,IN
96,Dewan,ORG,NNP
96,Kehormatan,ORG,NNP
96,Penyelenggara,ORG,NNP
96,Pemilu,ORG,NNP
96,.,O,Z
97,"""",O,Z
97,Gugatan,O,NNP
97,ke,O,IN
97,PN,ORG,NNP
97,Jakpus,ORG,NNP
97,berada,O,VB
97,pada,O,IN
97,ranah,O,NN
97,pidana,O,NN
97,",",O,Z
97,"""",O,Z
97,kata,O,VB
97,Firman,PER,NNP
97,.,O,Z
98,Firman,PER,NNP
98,berharap,O,VB
98,temuan,O,NN
98,dugaan,O,NN
98,pelanggaran,O,NN
98,hukum,O,NN
98,yang,O,SC
98,diklaimnya,O,RB
98,bisa,O,MD
98,dibuktikan,O,VB
98,di,O,IN
98,persidangan,O,NN
98,PN,ORG,NNP
98,Jakarta,ORG,NNP
98,Pusat,ORG,NNP
98,.,O,Z
99,Dia,O,PRP
99,juga,O,RB
99,meminta,O,VB
99,Pengadilan,O,NN
99,cepat,O,JJ
99,merespons,O,NN
99,gugatan,O,NN
99,tersebut,O,PR
99,.,O,Z
100,Hasil,O,NN
100,persidangan,O,NN
100,atas,O,IN
100,gugatan,O,NN
100,tersebut,O,PR
100,",",O,Z
100,menurut,O,IN
100,Firman,PER,NNP
100,",",O,Z
100,tak,O,NEG
100,bisa,O,MD
100,menjadi,O,VB
100,novum,O,NN
100,untuk,O,SC
100,menggugat,O,VB
100,hasil,O,NN
100,pemilihan,O,NN
100,presiden,O,NN
100,ke,O,IN
100,Mahkamah,ORG,NNP
100,Konstitusi,ORG,NNP
100,.,O,Z
101,"""",O,Z
101,Gugatan,O,NN
101,itu,O,PR
101,dilayangkan,O,VB
101,semata-mata,O,NN
101,untuk,O,SC
101,membuktikan,O,VB
101,adanya,O,NN
101,perbuatan,O,NN
101,melawan,O,VB
101,hukum,O,NN
101,yang,O,SC
101,dilakukan,O,VB
101,KPU,ORG,NNP
101,",",O,Z
101,"""",O,Z
101,kata,O,VB
101,Firman,PER,NNP
101,.,O,Z
102,Gugatan,O,NN
102,ini,O,PR
102,disampaikan,O,VB
102,pada,O,IN
102,14,TIM,CD
102,Agustus,TIM,NNP
102,2014,TIM,CD
102,.,O,Z
103,Tim,O,NN
103,hukum,O,NN
103,Prabowo-Hatta,O,NNP
103,menuntut,O,VB
103,KPU,ORG,NNP
103,membayar,O,VB
103,kerugian,O,NN
103,materiil,O,JJ
103,Rp,O,SYM
103,120,O,CD
103,juta,O,CD
103,kepada,O,IN
103,delapan,O,CD
103,klien,O,NN
103,tersebut,O,PR
103,.,O,Z
104,Pasangan,O,NNP
104,Joko,PER,NNP
104,Widodo-Jusuf,PER,NNP
104,Kalla,PER,NNP
104,dan,O,CC
104,KPU,ORG,NNP
104,DKI,LOC,NNP
104,Jakarta,LOC,NNP
104,dimasukkan,O,VB
104,dalam,O,IN
104,gugatan,O,NN
104,sebagai,O,IN
104,pihak,O,NN
104,terkait,O,VB
104,.,O,Z
105,Politisi,O,NNP
105,Partai,ORG,NNP
105,Demokrat,ORG,NNP
105,Ruhut,PER,NNP
105,Sitompul,PER,NNP
105,mengaku,O,VB
105,heran,O,NN
105,masih,O,MD
105,saja,O,RB
105,banyak,O,CD
105,lembaga,O,NN
105,survei,O,NN
105,yang,O,SC
105,menempatkan,O,VB
105,Joko,PER,NNP
105,Widodo,PER,NNP
105,alias,O,NNP
105,Jokowi,PER,NNP
105,sebagai,O,IN
105,calon,O,NN
105,presiden,O,NN
105,potensial,O,JJ
105,periode,O,NN
105,2014-2019,TIM,CD
105,mendatang,O,VB
105,.,O,Z
106,Ruhut,O,NNP
106,melihat,O,VB
106,justru,O,CC
106,kinerja,O,NN
106,Jokowi,PER,NNP
106,sebagai,O,IN
106,Gubernur,O,NNP
106,DKI,O,NNP
106,Jakarta,O,NNP
106,masih,O,MD
106,berantakan,O,VB
106,.,O,Z
107,Satu,O,CD
107,tahun,O,NN
107,masa,O,NN
107,jabatan,O,NN
107,",",O,Z
107,persoalan,O,NN
107,ibukota,O,NN
107,seperti,O,IN
107,kemacetan,O,NN
107,",",O,Z
107,banjir,O,NN
107,dan,O,CC
107,lain,O,JJ
107,sebagainya,O,RB
107,tidak,O,NEG
107,ada,O,VB
107,satu,O,CD
107,pun,O,RP
107,yang,O,SC
107,dituntaskan,O,VB
107,.,O,Z
108,"""",O,Z
108,Masih,O,MD
108,ada,O,VB
108,yang,O,SC
108,jagoin,O,NN
108,?,O,Z
108,hancur,O,NN
108,begitu,O,PR
108,.,O,Z
108,Itu,O,PR
108,.,O,Z
108,survei,O,NN
108,dulu,O,NN
108,",",O,Z
108,sekarang,O,NN
108,lihat,O,VB
108,jalan,O,NN
108,makin,O,RB
108,macet,O,JJ
108,",",O,Z
108,banjir,O,NN
108,dimana-mana,O,NN
108,",",O,Z
108,sudah,O,MD
108,enggak,O,VB
108,pantas,O,NN
108,dia,O,PRP
108,jadi,O,VB
108,Presiden,O,NNP
108,.,O,Z
108,Gimana,O,NNP
108,jadi,O,VB
108,Wali,O,NNP
108,Kota,O,NNP
108,Solo,O,NNP
108,saja,O,RB
108,gagal,O,JJ
108,",",O,Z
108,tukang,O,NN
108,mebel,O,NN
108,mau,O,RB
108,jadi,O,VB
108,capres,O,NN
108,",",O,Z
108,"""",O,Z
108,kata,O,VB
108,Ruhut,PER,NNP
108,kepada,O,IN
108,Tribunnews,ORG,NNP
108,",",O,Z
108,Minggu,TIM,NNP
108,(,TIM,Z
108,19/5/2013,TIM,CD
108,),TIM,Z
108,.,O,Z
109,Publik,O,NN
109,kata,O,VB
109,Ruhut,PER,NN
109,jangan,O,NN
109,sampai,O,SC
109,tertipu,O,VB
109,oleh,O,IN
109,upaya,O,NN
109,pencitraan,O,NN
109,yang,O,SC
109,terus,O,RB
109,dibangunnya,O,RB
109,lewat,O,VB
109,banyak,O,CD
109,media,O,NN
109,massa,O,NN
109,demi,O,SC
109,meraih,O,VB
109,kursi,O,NN
109,nomor,O,NN
109,satu,O,CD
109,di,O,IN
109,Indonesia,LOC,NNP
109,.,O,Z
110,"""",O,Z
110,Jangan,O,NNP
110,jadi,O,VB
110,korban,O,NN
110,pencitraan,O,NN
110,",",O,Z
110,aduh,O,VB
110,",",O,Z
110,masih,O,MD
110,saja,O,RB
110,jagokan,O,VB
110,dia,O,PRP
110,",",O,Z
110,"""",O,Z
110,kata,O,VB
110,Ruhut,PER,NNP
110,.,O,Z
111,Pengacara,O,NN
111,senior,O,JJ
111,ini,O,PR
111,juga,O,RB
111,mengklaim,O,VB
111,tidak,O,NEG
111,ada,O,VB
111,satupun,O,SC
111,partai,O,NN
111,politik,O,NN
111,yang,O,SC
111,menjagokan,O,VB
111,Jokowi,PER,NNP
111,menjadi,O,VB
111,Presiden,O,NN
111,tahun,O,NN
111,2014,O,CD
111,mendatang,O,VB
111,",",O,Z
111,bahkan,O,RB
111,PDI,ORG,NNP
111,Perjuangan,ORG,NNP
111,sekalipun,O,SC
111,.,O,Z
112,Dengan,O,SC
112,tidak,O,NEG
112,adanya,O,NN
112,dukungan,O,NN
112,tersebut,O,PR
112,",",O,Z
112,lanjut,O,VB
112,Ruhut,PER,NNP
112,",",O,Z
112,mustahil,O,NNP
112,Jokowi,PER,NNP
112,akan,O,MD
112,maju,O,VB
112,jadi,O,VB
112,calon,O,NN
112,presiden,O,NN
112,tahun,TIM,NN
112,2014,TIM,CD
112,mendatang,O,VB
112,",",O,Z
112,karena,O,SC
112,dalam,O,IN
112,Undang-undang,O,NNP
112,tidak,O,NEG
112,diperbolehkan,O,VB
112,kandidat,O,NN
112,presiden,O,NN
112,dari,O,IN
112,kalangan,O,NN
112,independen,O,JJ
112,mencalonkan,O,VB
112,diri,O,NN
112,.,O,Z
113,"""",O,Z
113,PDIP,ORG,NNP
113,saja,O,RB
113,enggak,O,VB
113,calonin,O,NN
113,dia,O,PRP
113,",",O,Z
113,siapa,O,WH
113,yang,O,SC
113,mau,O,RB
113,dukung,O,VB
113,",",O,Z
113,mau,O,RB
113,maju,O,JJ
113,jadi,O,VB
113,calon,O,NN
113,independen,O,JJ
113,?,O,Z
113,ya,O,UH
113,enggak,O,NEG
113,bisa,O,MD
113,",",O,Z
113,itu,O,PR
113,ada,O,VB
113,Undang-undang,O,NNP
113,",",O,Z
113,ini,O,PR
113,kan,O,RP
113,negara,O,NN
113,hukum,O,NN
113,",",O,Z
113,kalau,O,SC
113,Gubernur,O,NNP
113,",",O,Z
113,Wali,O,NNP
113,Kota,O,NNP
113,",",O,Z
113,Bupati,O,NNP
113,bisa,O,MD
113,",",O,Z
113,"""",O,Z
113,katanya,O,RB
113,.,O,Z
114,KH,PER,NNP
114,Abdurrahman,PER,NNP
114,Wahid,PER,NNP
114,(,PER,Z
114,Gus,PER,NNP
114,Dur,PER,NNP
114,),PER,Z
114,menyatakan,O,VB
114,tidak,O,NEG
114,akan,O,MD
114,menggunakan,O,VB
114,hak,O,NN
114,pilihnya,O,RB
114,pada,O,IN
114,Pemilu,O,NNP
114,Presiden,O,NNP
114,dan,O,CC
114,Wakil,O,NNP
114,Presiden,O,NNP
114,(,O,Z
114,Pilpres,O,NNP
114,),O,Z
114,2009,TIM,CD
114,.,O,Z
115,Alasannya,O,RB
115,",",O,Z
115,kata,O,VB
115,Gus,PER,NNP
115,Dur,PER,NNP
115,di,O,IN
115,Jakarta,LOC,NNP
115,",",O,Z
115,Selasa,TIM,NNP
