kalimat,kata,postag,entitas
54,persen,CD,O
54,.,Z,O
55,Politikus,NNP,O
55,PDI,NNP,ORG
55,Perjuangan,NNP,ORG
55,Guruh,NNP,PER
55,Soekarnoputra,NNP,PER
55,menjenguk,VB,O
55,Ketua,NNP,O
55,Umum,NNP,O
55,Partai,NNP,O
55,Gerindra,NNP,O
55,Suhardi,NNP,PER
55,di,IN,O
55,Rumah,NNP,LOC
55,Sakit,NNP,LOC
55,Pusat,NNP,LOC
55,Pertamina,NNP,LOC
55,",",Z,LOC
55,Jakarta,NNP,LOC
55,Pusat,NNP,LOC
55,.,Z,O
56,Suhardi,NNP,PER
56,mengalami,VB,O
56,sakit,NN,O
56,kanker,NN,O
56,paru-paru,JJ,O
56,stadium,NN,O
56,empat,CD,O
56,dan,CC,O
56,dalam,IN,O
56,kondisi,NN,O
56,kritis,JJ,O
56,.,Z,O
57,Guruh,CD,PER
57,berbagi,VB,O
57,sedikit,CD,O
57,cerita,NN,O
57,mengenai,IN,O
57,sosok,NN,O
57,Suhardi,NNP,O
57,sebagai,IN,O
57,politikus,NN,O
57,.,Z,O
58,"""",Z,O
58,Pak,NNP,O
58,Suhardi,NNP,PER
58,itu,PR,O
58,bawaannya,RB,O
58,kalem,JJ,O
58,.,Z,O
58,Tenanglah,NNP,O
58,Pak,NNP,PER
58,Suhardi,NNP,PER
58,",",Z,O
58,"""",Z,O
58,kata,VB,O
58,dia,PRP,O
58,usai,SC,O
58,menjenguk,VB,O
58,Suhardi,NNP,PER
58,di,IN,O
58,RSPP,NNP,LOC
58,",",Z,LOC
58,Jakarta,NNP,LOC
58,",",Z,O
58,Selasa,NNP,TIM
58,",",Z,TIM
58,26,CD,TIM
58,Agustus,NNP,TIM
58,2014,CD,TIM
58,.,Z,O
59,Ada,VB,O
59,satu,CD,O
59,hal,NN,O
59,yang,SC,O
59,paling,RB,O
59,diingat,VB,O
59,Guruh,NN,PER
59,mengenai,IN,O
59,guru,NN,O
59,besar,JJ,O
59,Fakultas,NNP,ORG
59,Kehutanan,NNP,ORG
59,Universitas,NNP,ORG
59,Gadjah,NNP,ORG
59,Mada,NNP,ORG
59,itu,PR,O
59,.,Z,O
60,Suhardi,NNP,PER
60,pantang,VB,O
60,makan,VB,O
60,makanan,NN,O
60,yang,SC,O
60,terbuat,VB,O
60,dari,IN,O
60,gandum,NN,O
60,.,Z,O
61,"""",Z,O
61,Pak,NNP,O
61,Suhardi,NNP,PER
61,berpantang,VB,O
61,untuk,SC,O
61,makan,VB,O
61,gandum,NN,O
61,",",Z,O
61,roti,VB,O
61,ataupun,SC,O
61,mi,VB,O
61,.,Z,O
61,Atau,CC,O
61,apa,WH,O
61,pun,RP,O
61,yang,SC,O
61,terbuat,VB,O
61,dari,IN,O
61,gandum,NN,O
61,",",Z,O
61,"""",Z,O
61,kata,VB,O
61,dia,PRP,O
61,tanpa,IN,O
61,menjelaskan,VB,O
61,lebih,RB,O
61,jauh,JJ,O
61,alasannya,RB,O
61,.,Z,O
62,Sebelum,SC,O
62,bergabung,VB,O
62,di,IN,O
62,Partai,NNP,ORG
62,Gerindra,NNP,ORG
62,dan,CC,O
62,menjabat,VB,O
62,sebagai,IN,O
62,ketua,NN,O
62,umum,JJ,O
62,",",Z,O
62,Suhardi,NNP,PER
62,sibuk,VB,O
62,sebagai,IN,O
62,akademikus,NN,O
62,.,Z,O
63,Pernah,MD,O
63,menjabat,VB,O
63,sebagai,IN,O
63,Dekan,NNP,ORG
63,Fakultas,NNP,ORG
63,Kehutanan,NNP,ORG
63,UGM,NNP,ORG
63,",",Z,O
63,ia,PRP,O
63,meninggalkan,VB,O
63,sejumlah,CD,O
63,karya,NN,O
63,dan,CC,O
63,pemikiran,NN,O
63,.,Z,O
64,Ia,PRP,O
64,juga,RB,O
64,dikenal,VB,O
64,di,IN,O
64,kampus,NN,O
64,sebagai,IN,O
64,profesor,NN,O
64,telo,NN,O
64,(,Z,O
64,ketela,NN,O
64,),Z,O
64,karena,SC,O
64,tidak,NEG,O
64,pernah,MD,O
64,bosan,VB,O
64,mengkampanyekan,VB,O
64,untuk,IN,O
64,mengkonsumsi,NN,O
64,bahan,NN,O
64,pangan,NN,O
64,lokal,JJ,O
64,tersebut,PR,O
64,.,Z,O
65,Sekretaris,NNP,O
65,Kabinet,NNP,O
65,Andi,NNP,PER
65,Widjajanto,NNP,PER
65,mengatakan,VB,O
65,Presiden,NNP,O
65,Joko,NNP,PER
65,Widodo,NNP,PER
65,telah,MD,O
65,memilih,VB,O
65,politikus,NN,O
65,Partai,NNP,ORG
65,NasDem,NNP,ORG
65,",",Z,O
65,H,NNP,PER
65,.,Z,PER
65,M,NNP,PER
65,.,Z,PER
66,Prasetyo,NNP,PER
66,",",Z,O
66,untuk,SC,O
66,menjadi,VB,O
66,Jaksa,NNP,O
66,Agung,NNP,O
66,.,Z,O
67,Keputusan,NN,O
67,tersebut,PR,O
67,diambil,VB,O
67,Presiden,NNP,O
67,Joko,NNP,PER
67,Widodo,NNP,PER
67,pagi,NN,O
67,tadi,NN,O
67,.,Z,O
68,"""",Z,O
68,Benar,NNP,O
68,",",Z,O
68,Jaksa,NNP,O
68,Agung,NNP,O
68,Prasetyo,NNP,PER
68,.,Z,O
68,Tadi,NNP,O
68,pagi,NN,O
68,(,Z,O
68,keputusannya,RB,O
68,),Z,O
68,",",Z,O
68,"""",Z,O
68,kata,VB,O
68,Andi,NNP,PER
68,kepada,IN,O
68,Tempo,NNP,ORG
68,di,IN,O
68,Jakarta,NNP,LOC
68,",",Z,O
68,Kamis,NNP,TIM
68,",",Z,TIM
68,20,CD,TIM
68,November,NNP,TIM
68,2014,CD,TIM
68,.,Z,O
69,Andi,NNP,PER
69,mengatakan,VB,O
69,keputusan,NN,O
69,presiden,NN,O
69,(,Z,O
69,keppres,NN,O
69,),Z,O
69,telah,MD,O
69,disiapkan,VB,O
69,mengenai,IN,O
69,pengangkatan,NN,O
69,Prasetyo,NNP,PER
69,sebagai,IN,O
69,Jaksa,NNP,O
69,Agung,NNP,O
69,untuk,SC,O
69,mengganti,VB,O
69,Basrief,NNP,PER
69,Arief,NNP,PER
69,.,Z,O
70,"""",Z,O
70,Keppresnya,NNP,O
70,sudah,MD,O
70,keluar,VB,O
70,",",Z,O
70,nomornya,NN,O
70,nanti,NN,O
70,saja,RB,O
70,setelah,SC,O
70,dilantik,JJ,O
70,",",Z,O
70,"""",Z,O
70,katanya,RB,O
70,.,Z,O
71,Andi,NNP,PER
71,mengatakan,VB,O
71,Jokowi,NNP,PER
71,rencananya,RB,O
71,melantik,JJ,O
71,Prasetyo,NNP,PER
71,sebagai,IN,O
71,Jaksa,NNP,O
71,Agung,NNP,O
71,pada,IN,O
71,siang,NN,O
71,ini,PR,O
71,pukul,NN,O
71,14.00,CD,TIM
71,di,IN,O
71,Istana,NNP,LOC
71,Negara,NNP,LOC
71,.,Z,O
72,Prasetyo,NNP,PER
72,merupakan,VB,O
72,politikus,NN,O
72,Partai,NNP,ORG
72,NasDem,NNP,ORG
72,yang,SC,O
72,kini,NN,O
72,menjadi,VB,O
72,anggota,NN,O
72,DPR,NNP,ORG
72,periode,NN,O
72,2014-2019,CD,TIM
72,",",Z,O
72,yang,SC,O
72,terpilih,VB,O
72,dari,IN,O
72,daerah,NN,O
72,pemilihan,NN,O
72,Jawa,NNP,LOC
72,Tengah,NNP,LOC
72,II,NNP,LOC
72,.,Z,O
73,Prasetyo,NNP,PER
73,tak,NEG,O
73,sepenuhnya,JJ,O
73,politikus,NN,O
73,.,Z,O
74,Sebelum,SC,O
74,menjadi,VB,O
74,anggota,NN,O
74,Dewan,NNP,ORG
74,Perwakilan,NNP,ORG
74,Rakyat,NNP,ORG
74,",",Z,O
74,Prasetyo,NNP,PER
74,juga,RB,O
74,seorang,NND,O
74,jaksa,NN,O
74,.,Z,O
75,Ia,PRP,O
75,pernah,MD,O
75,menjabat,VB,O
75,sebagai,IN,O
75,Jaksa,NNP,O
75,Agung,NNP,O
75,Muda,NNP,O
75,Pidana,NNP,O
75,Umum,NNP,O
75,tahun,NN,O
75,2005-2006,CD,TIM
75,serta,CC,O
75,pernah,MD,O
75,menjadi,VB,O
75,Kepala,NNP,O
75,Kejaksaan,NNP,O
75,Tinggi,NNP,O
75,Sulawesi,NNP,O
75,Selatan,NNP,O
75,.,Z,O
76,Selama,IN,O
76,menjadi,VB,O
76,jaksa,NN,O
76,",",Z,O
76,tak,NEG,O
76,ada,VB,O
76,rekam,NN,O
76,jejak,NN,O
76,yang,SC,O
76,menonjol,VB,O
76,dari,IN,O
76,pria,NN,O
76,yang,SC,O
76,diusung,VB,O
76,oleh,IN,O
76,Ketua,NNP,O
76,Umum,NNP,O
76,NasDem,NNP,O
76,Surya,NNP,PER
76,Paloh,NNP,PER
76,itu,PR,O
76,.,Z,O
77,Hal,NN,O
77,ini,PR,O
77,membuat,VB,O
77,kompetensi,NN,O
77,Prasetyo,NNP,PER
77,diragukan,VB,O
77,oleh,IN,O
77,lembaga-lembaga,NN,O
77,antikorupsi,NN,O
77,",",Z,O
77,seperti,IN,O
77,Indonesia,NNP,ORG
77,Corruption,NNP,ORG
77,Watch,NNP,ORG
77,.,Z,O
78,Sebelumnya,SC,O
78,",",Z,O
78,selain,IN,O
78,Prasetyo,NNP,PER
78,",",Z,O
78,muncul,VB,O
78,beberapa,CD,O
78,nama,NN,O
78,calon,NN,O
78,Jaksa,NNP,O
78,Agung,NNP,O
78,",",Z,O
78,seperti,IN,O
78,Kepala,NNP,ORG
78,Pusat,NNP,ORG
78,Pelaporan,NNP,ORG
78,dan,CC,ORG
78,Analisis,NNP,ORG
78,Transaksi,NNP,ORG
78,Keuangan,NNP,ORG
78,Muhammad,NNP,PER
78,Yusuf,NNP,PER
78,",",Z,O
78,serta,CC,O
78,dari,IN,O
78,internal,JJ,O
78,Kejaksaan,NN,ORG
78,ada,VB,O
78,Widyo,NNP,PER
78,Pramono,NNP,PER
78,dan,CC,O
78,Andhi,NNP,PER
78,Nirwanto,NNP,PER
78,.,Z,O
79,Presiden,NNP,O
79,Partai,NNP,ORG
79,Keadilan,NNP,ORG
79,Sejahtera,NNP,ORG
79,Anis,NNP,PER
79,Matta,NNP,PER
79,hanya,RB,O
79,bisa,MD,O
79,tersenyum,VB,O
79,ketika,SC,O
79,ditanya,VB,O
79,soal,NN,O
79,pencalonannya,RB,O
79,sebagai,IN,O
79,presiden,NN,O
79,pada,IN,O
79,Pemilu,NNP,O
79,2014,CD,O
79,.,Z,O
80,Saat,NN,O
80,ini,PR,O
80,",",Z,O
80,kata,VB,O
80,Anis,NNP,O
80,",",Z,O
80,ia,PRP,O
80,fokus,NN,O
80,pada,IN,O
80,pemenangan,NN,O
80,PKS,NNP,ORG
80,pada,IN,O
80,Pemilu,NNP,O
80,Legislatif,NNP,O
80,2014,CD,O
80,.,Z,O
81,"""",Z,O
81,Soal,NN,O
81,calon,NN,O
81,presiden,NN,O
81,itu,PR,O
81,urusan,NN,O
81,nanti,NN,O
81,",",Z,O
81,yang,SC,O
81,penting,JJ,O
81,menang,VB,O
81,dulu,NN,O
81,lah,RP,O
81,",",Z,O
81,"""",Z,O
81,kata,VB,O
81,Anis,NNP,PER
81,di,IN,O
81,Samarinda,NNP,LOC
81,",",Z,LOC
81,Kalimantan,NNP,LOC
81,Timur,NNP,LOC
81,",",Z,O
81,Selasa,NNP,TIM
81,(,Z,TIM
81,29/10/2013,CD,TIM
81,),Z,TIM
81,.,Z,O
82,Ia,PRP,O
82,menegaskan,VB,O
82,",",Z,O
82,PKS,NNP,ORG
82,belum,NEG,O
82,membahas,VB,O
82,soal,NN,O
82,bakal,JJ,O
82,calon,NN,O
82,presiden,NN,O
82,pada,IN,O
82,Pemilu,NNP,O
82,2014,CD,O
82,.,Z,O
83,Ia,PRP,O
83,menekankan,VB,O
83,pentingnya,NN,O
83,Pemilu,NNP,O
83,Legislatif,NNP,O
83,2014,CD,O
83,.,Z,O
84,Pasalnya,RB,O
84,",",Z,O
84,perolehan,NN,O
84,pada,IN,O
84,tahapan,NN,O
84,tersebut,PR,O
84,menentukan,VB,O
84,apakah,WH,O
84,PKS,NNP,ORG
84,dapat,MD,O
84,mengajukan,VB,O
84,calon,NN,O
84,presiden,NN,O
84,sendiri,NN,O
84,.,Z,O
85,Sesuai,NNP,O
85,UU,NNP,O
85,Pemilu,NNP,O
85,Presiden,NNP,O
85,",",Z,O
85,pasangan,NN,O
85,calon,NN,O
85,presiden-calon,NN,O
85,wakil,NN,O
85,presiden,NN,O
85,dapat,MD,O
85,diajukan,VB,O
85,oleh,IN,O
85,partai,NN,O
85,politik,NN,O
85,atau,CC,O
85,gabungan,NN,O
85,partai,NN,O
85,politik,NN,O
85,yang,SC,O
85,memeroleh,VB,O
85,20,CD,O
85,persen,CD,O
85,suara,NN,O
85,pada,IN,O
85,pemilu,NN,O
85,legislatif,JJ,O
85,.,Z,O
86,Beberapa,CD,O
86,parpol,NN,O
86,yang,SC,O
86,telah,MD,O
86,mengusung,VB,O
86,bakal,NN,O
86,calon,NN,O
86,presiden,NN,O
86,adalah,VB,O
86,",",Z,O
86,di,IN,O
86,antaranya,NN,O
86,",",Z,O
86,Golkar,NNP,ORG
86,",",Z,O
86,PAN,NNP,ORG
86,",",Z,O
86,dan,CC,O
86,Hanura,NNP,ORG
86,.,Z,O
87,Ketiga,CD,O
87,bakal,NN,O
87,calon,NN,O
87,presiden,NN,O
87,itu,PR,O
87,",",Z,O
87,masing-masing,PRP,O
87,",",Z,O
87,Aburizal,NNP,PER
87,"""",Z,PER
87,Ical,NNP,PER
87,"""",Z,PER
87,Bakrie,NNP,PER
87,",",Z,O
87,Hatta,NNP,PER
87,Rajasa,NNP,PER
87,",",Z,O
87,dan,CC,O
87,Wiranto,NNP,PER
87,.,Z,O
88,Kuasa,NN,O
88,hukum,NN,O
88,pasangan,NN,O
88,calon,NN,O
88,presiden-wakil,NN,O
88,presiden,NN,O
88,Prabowo,NNP,PER
88,Subianto-Hatta,NNP,PER
88,Rajasa,NNP,PER
88,",",Z,O
88,Firman,NNP,PER
88,Wijaya,NNP,PER
88,",",Z,O
88,mengatakan,VB,O
88,timnya,RB,O
88,menggugat,VB,O
88,Komisi,NNP,ORG
88,Pemilihan,NNP,ORG
88,Umum,NNP,ORG
88,ke,IN,O
88,Pengadilan,NNP,ORG
88,Negeri,NNP,ORG
88,Jakarta,NNP,ORG
88,Pusat,NNP,ORG
88,.,Z,O
89,Firman,NN,PER
89,meyakini,PR,O
89,ada,VB,O
89,perbuatan,NN,O
89,melawan,VB,O
89,hukum,NN,O
89,yang,SC,O
89,dilakukan,VB,O
89,KPU,NNP,ORG
89,.,Z,O
90,Dengan,IN,O
90,gugatan,NN,O
90,tersebut,PR,O
90,",",Z,O
90,terhitung,VB,O
90,sudah,MD,O
90,ada,VB,O
90,tiga,CD,O
90,institusi,NN,O
90,yang,SC,O
90,menjadi,VB,O
90,tujuan,NN,O
90,bagi,IN,O
90,tim,NN,O
90,Prabowo-Hatta,NNP,PER
90,untuk,SC,O
90,melayangkan,VB,O
90,tuntutan,NN,O
90,mereka,PRP,O
90,.,Z,O
91,Sebelumnya,SC,O
91,",",Z,O
91,Prabowo-Hatta,NNP,PER
91,menggugat,VB,O
91,ke,IN,O
91,Mahkamah,NNP,ORG
91,Konstitusi,NNP,ORG
91,dan,CC,ORG
91,Dewan,NNP,ORG
91,Kehormatan,NNP,ORG
91,Penyelenggara,NNP,ORG
91,Pemilu,NNP,ORG
91,.,Z,O
92,"""",Z,O
92,Dasar,NN,O
92,gugatan,NN,O
92,yaitu,SC,O
92,kerugian,NN,O
92,materiil,JJ,O
92,dan,CC,O
92,imateriil,JJ,O
92,yang,SC,O
92,dialami,VB,O
92,delapan,CD,O
92,klien,NN,O
92,kami,PRP,O
92,karena,SC,O
92,KPU,NNP,ORG
92,melakukan,VB,O
92,pemilu,NN,O
92,9,CD,TIM
92,Juli,NNP,TIM
92,2014,CD,TIM
92,",",Z,O
92,"""",Z,O
92,kata,VB,O
92,Firman,NN,PER
92,saat,NN,O
92,dihubungi,VB,O
92,",",Z,O
92,Sabtu,NNP,TIM
92,",",Z,TIM
92,16,CD,TIM
92,Agustus,NNP,TIM
92,2014,CD,TIM
92,.,Z,O
93,"""",Z,O
93,KPU,NNP,ORG
93,digugat,VB,O
93,karena,SC,O
93,merupakan,VB,O
93,konsekuensi,NN,O
93,dari,IN,O
93,institusi,NN,O
93,.,Z,O
93,"""",Z,O
93,Firman,NNP,PER
93,belum,NEG,O
93,menjelaskan,VB,O
93,profil,NN,O
93,kedelapan,NN,O
93,orang,NN,O
93,tersebut,PR,O
93,.,Z,O
94,"""",Z,O
94,Delapan,NN,O
94,orang,NN,O
94,itu,PR,O
94,merasa,VB,O
94,dirugikan,VB,O
94,lantaran,NN,O
94,pada,IN,O
94,9,CD,TIM
94,Juli,NNP,TIM
94,2014,CD,TIM
94,kehilangan,NN,O
94,pendapatan,NN,O
94,karena,SC,O
94,ada,VB,O
94,penyelenggaraan,NN,O
94,pemilu,NN,O
94,presiden,NN,O
94,",",Z,O
94,"""",Z,O
94,ujar,VB,O
94,Firman,NNP,PER
94,.,Z,O
95,Dia,PRP,O
95,mengatakan,VB,O
95,",",Z,O
95,pada,IN,O
95,hari-hari,NN,O
95,biasa,JJ,O
95,",",Z,O
95,delapan,CD,O
95,orang,NN,O
95,itu,PR,O
95,mendapat,VB,O
95,penghasilan,NN,O
95,sekitar,IN,O
95,Rp,SYM,O
95,100,CD,O
95,ribu,CD,O
95,per,IN,O
95,hari,NN,O
95,.,Z,O
96,"""",Z,O
96,Mereka,PRP,O
96,memberikan,VB,O
96,kuasa,NN,O
96,kepada,IN,O
96,kami,PRP,O
96,atas,IN,O
96,kerugian,NN,O
96,yang,SC,O
96,mereka,PRP,O
96,alami,VB,O
96,.,Z,O
96,"""",Z,O
96,Menurut,IN,O
96,Firman,NNP,PER
96,",",Z,O
96,gugatan,NN,O
96,tim,NN,O
96,hukum,NN,O
96,Prabowo-Hatta,NNP,PER
96,ke,IN,O
96,PN,NNP,ORG
96,Jakarta,NNP,ORG
96,Pusat,NNP,ORG
96,berbeda,VB,O
96,dengan,IN,O
96,gugatan,NN,O
96,ke,IN,O
96,Mahkamah,NNP,ORG
96,Konstitusi,NNP,ORG
96,ataupun,VB,O
96,ke,IN,O
96,Dewan,NNP,ORG
96,Kehormatan,NNP,ORG
96,Penyelenggara,NNP,ORG
96,Pemilu,NNP,ORG
96,.,Z,O
97,"""",Z,O
97,Gugatan,NNP,O
97,ke,IN,O
97,PN,NNP,ORG
97,Jakpus,NNP,ORG
97,berada,VB,O
97,pada,IN,O
97,ranah,NN,O
97,pidana,NN,O
97,",",Z,O
97,"""",Z,O
97,kata,VB,O
97,Firman,NNP,PER
97,.,Z,O
98,Firman,NNP,PER
98,berharap,VB,O
98,temuan,NN,O
98,dugaan,NN,O
98,pelanggaran,NN,O
98,hukum,NN,O
98,yang,SC,O
98,diklaimnya,RB,O
98,bisa,MD,O
98,dibuktikan,VB,O
98,di,IN,O
98,persidangan,NN,O
98,PN,NNP,ORG
98,Jakarta,NNP,ORG
98,Pusat,NNP,ORG
98,.,Z,O
99,Dia,PRP,O
99,juga,RB,O
99,meminta,VB,O
99,Pengadilan,NN,O
99,cepat,JJ,O
99,merespons,NN,O
99,gugatan,NN,O
99,tersebut,PR,O
99,.,Z,O
100,Hasil,NN,O
100,persidangan,NN,O
100,atas,IN,O
100,gugatan,NN,O
100,tersebut,PR,O
100,",",Z,O
100,menurut,IN,O
100,Firman,NNP,PER
100,",",Z,O
100,tak,NEG,O
100,bisa,MD,O
100,menjadi,VB,O
100,novum,NN,O
100,untuk,SC,O
100,menggugat,VB,O
100,hasil,NN,O
100,pemilihan,NN,O
100,presiden,NN,O
100,ke,IN,O
100,Mahkamah,NNP,ORG
100,Konstitusi,NNP,ORG
100,.,Z,O
101,"""",Z,O
101,Gugatan,NN,O
101,itu,PR,O
101,dilayangkan,VB,O
101,semata-mata,NN,O
101,untuk,SC,O
101,membuktikan,VB,O
101,adanya,NN,O
101,perbuatan,NN,O
101,melawan,VB,O
101,hukum,NN,O
101,yang,SC,O
101,dilakukan,VB,O
101,KPU,NNP,ORG
101,",",Z,O
101,"""",Z,O
101,kata,VB,O
101,Firman,NNP,PER
101,.,Z,O
102,Gugatan,NN,O
102,ini,PR,O
102,disampaikan,VB,O
102,pada,IN,O
102,14,CD,TIM
102,Agustus,NNP,TIM
102,2014,CD,TIM
102,.,Z,O
103,Tim,NN,O
103,hukum,NN,O
103,Prabowo-Hatta,NNP,O
103,menuntut,VB,O
103,KPU,NNP,ORG
103,membayar,VB,O
103,kerugian,NN,O
103,materiil,JJ,O
103,Rp,SYM,O
103,120,CD,O
103,juta,CD,O
103,kepada,IN,O
103,delapan,CD,O
103,klien,NN,O
103,tersebut,PR,O
103,.,Z,O
104,Pasangan,NNP,O
104,Joko,NNP,PER
104,Widodo-Jusuf,NNP,PER
104,Kalla,NNP,PER
104,dan,CC,O
104,KPU,NNP,ORG
104,DKI,NNP,LOC
104,Jakarta,NNP,LOC
104,dimasukkan,VB,O
104,dalam,IN,O
104,gugatan,NN,O
104,sebagai,IN,O
104,pihak,NN,O
104,terkait,VB,O
104,.,Z,O
105,Politisi,NNP,O
105,Partai,NNP,ORG
105,Demokrat,NNP,ORG
105,Ruhut,NNP,PER
105,Sitompul,NNP,PER
105,mengaku,VB,O
105,heran,NN,O
105,masih,MD,O
105,saja,RB,O
105,banyak,CD,O
105,lembaga,NN,O
105,survei,NN,O
105,yang,SC,O
105,menempatkan,VB,O
105,Joko,NNP,PER
105,Widodo,NNP,PER
105,alias,NNP,O
105,Jokowi,NNP,PER
105,sebagai,IN,O
105,calon,NN,O
105,presiden,NN,O
105,potensial,JJ,O
105,periode,NN,O
105,2014-2019,CD,TIM
105,mendatang,VB,O
105,.,Z,O
106,Ruhut,NNP,O
106,melihat,VB,O
106,justru,CC,O
106,kinerja,NN,O
106,Jokowi,NNP,PER
106,sebagai,IN,O
106,Gubernur,NNP,O
106,DKI,NNP,O
106,Jakarta,NNP,O
106,masih,MD,O
106,berantakan,VB,O
106,.,Z,O
107,Satu,CD,O
107,tahun,NN,O
107,masa,NN,O
107,jabatan,NN,O
107,",",Z,O
107,persoalan,NN,O
107,ibukota,NN,O
107,seperti,IN,O
107,kemacetan,NN,O
107,",",Z,O
107,banjir,NN,O
107,dan,CC,O
107,lain,JJ,O
107,sebagainya,RB,O
107,tidak,NEG,O
107,ada,VB,O
107,satu,CD,O
107,pun,RP,O
107,yang,SC,O
107,dituntaskan,VB,O
107,.,Z,O
108,"""",Z,O
108,Masih,MD,O
108,ada,VB,O
108,yang,SC,O
108,jagoin,NN,O
108,?,Z,O
108,hancur,NN,O
108,begitu,PR,O
108,.,Z,O
108,Itu,PR,O
108,.,Z,O
108,survei,NN,O
108,dulu,NN,O
108,",",Z,O
108,sekarang,NN,O
108,lihat,VB,O
108,jalan,NN,O
108,makin,RB,O
108,macet,JJ,O
108,",",Z,O
108,banjir,NN,O
108,dimana-mana,NN,O
108,",",Z,O
108,sudah,MD,O
108,enggak,VB,O
108,pantas,NN,O
108,dia,PRP,O
108,jadi,VB,O
108,Presiden,NNP,O
108,.,Z,O
108,Gimana,NNP,O
108,jadi,VB,O
108,Wali,NNP,O
108,Kota,NNP,O
108,Solo,NNP,O
108,saja,RB,O
108,gagal,JJ,O
108,",",Z,O
108,tukang,NN,O
108,mebel,NN,O
108,mau,RB,O
108,jadi,VB,O
108,capres,NN,O
108,",",Z,O
108,"""",Z,O
108,kata,VB,O
108,Ruhut,NNP,PER
108,kepada,IN,O
108,Tribunnews,NNP,ORG
108,",",Z,O
108,Minggu,NNP,TIM
108,(,Z,TIM
108,19/5/2013,CD,TIM
108,),Z,TIM
108,.,Z,O
109,Publik,NN,O
109,kata,VB,O
109,Ruhut,NN,PER
109,jangan,NN,O
109,sampai,SC,O
109,tertipu,VB,O
109,oleh,IN,O
109,upaya,NN,O
109,pencitraan,NN,O
109,yang,SC,O
109,terus,RB,O
109,dibangunnya,RB,O
109,lewat,VB,O
109,banyak,CD,O
109,media,NN,O
109,massa,NN,O
109,demi,SC,O
109,meraih,VB,O
109,kursi,NN,O
109,nomor,NN,O
109,satu,CD,O
109,di,IN,O
109,Indonesia,NNP,LOC
109,.,Z,O
110,"""",Z,O
110,Jangan,NNP,O
110,jadi,VB,O
110,korban,NN,O
110,pencitraan,NN,O
110,",",Z,O
110,aduh,VB,O
110,",",Z,O
110,masih,MD,O
110,saja,RB,O
110,jagokan,VB,O
110,dia,PRP,O
110,",",Z,O
110,"""",Z,O
110,kata,VB,O
110,Ruhut,NNP,PER
110,.,Z,O
111,Pengacara,NN,O
111,senior,JJ,O
111,ini,PR,O
111,juga,RB,O
111,mengklaim,VB,O
111,tidak,NEG,O
111,ada,VB,O
111,satupun,SC,O
111,partai,NN,O
111,politik,NN,O
111,yang,SC,O
111,menjagokan,VB,O
111,Jokowi,NNP,PER
111,menjadi,VB,O
111,Presiden,NN,O
111,tahun,NN,O
111,2014,CD,O
111,mendatang,VB,O
111,",",Z,O
111,bahkan,RB,O
111,PDI,NNP,ORG
111,Perjuangan,NNP,ORG
111,sekalipun,SC,O
111,.,Z,O
112,Dengan,SC,O
112,tidak,NEG,O
112,adanya,NN,O
112,dukungan,NN,O
112,tersebut,PR,O
112,",",Z,O
112,lanjut,VB,O
112,Ruhut,NNP,PER
112,",",Z,O
112,mustahil,NNP,O
112,Jokowi,NNP,PER
112,akan,MD,O
112,maju,VB,O
112,jadi,VB,O
112,calon,NN,O
112,presiden,NN,O
112,tahun,NN,TIM
112,2014,CD,TIM
112,mendatang,VB,O
112,",",Z,O
112,karena,SC,O
112,dalam,IN,O
112,Undang-undang,NNP,O
112,tidak,NEG,O
112,diperbolehkan,VB,O
112,kandidat,NN,O
112,presiden,NN,O
112,dari,IN,O
112,kalangan,NN,O
112,independen,JJ,O
112,mencalonkan,VB,O
112,diri,NN,O
112,.,Z,O
113,"""",Z,O
113,PDIP,NNP,ORG
113,saja,RB,O
113,enggak,VB,O
113,calonin,NN,O
113,dia,PRP,O
113,",",Z,O
113,siapa,WH,O
113,yang,SC,O
113,mau,RB,O
113,dukung,VB,O
113,",",Z,O
113,mau,RB,O
113,maju,JJ,O
113,jadi,VB,O
113,calon,NN,O
113,independen,JJ,O
113,?,Z,O
113,ya,UH,O
113,enggak,NEG,O
113,bisa,MD,O
113,",",Z,O
113,itu,PR,O
113,ada,VB,O
113,Undang-undang,NNP,O
113,",",Z,O
113,ini,PR,O
113,kan,RP,O
113,negara,NN,O
113,hukum,NN,O
113,",",Z,O
113,kalau,SC,O
113,Gubernur,NNP,O
113,",",Z,O
113,Wali,NNP,O
113,Kota,NNP,O
113,",",Z,O
113,Bupati,NNP,O
113,bisa,MD,O
113,",",Z,O
113,"""",Z,O
113,katanya,RB,O
113,.,Z,O
114,KH,NNP,PER
114,Abdurrahman,NNP,PER
114,Wahid,NNP,PER
114,(,Z,PER
114,Gus,NNP,PER
114,Dur,NNP,PER
114,),Z,PER
114,menyatakan,VB,O
114,tidak,NEG,O
114,akan,MD,O
114,menggunakan,VB,O
114,hak,NN,O
114,pilihnya,RB,O
114,pada,IN,O
114,Pemilu,NNP,O
114,Presiden,NNP,O
114,dan,CC,O
114,Wakil,NNP,O
114,Presiden,NNP,O
114,(,Z,O
114,Pilpres,NNP,O
114,),Z,O
114,2009,CD,TIM
114,.,Z,O
115,Alasannya,RB,O
115,",",Z,O
115,kata,VB,O
115,Gus,NNP,PER
115,Dur,NNP,PER
115,di,IN,O
115,Jakarta,NNP,LOC
115,",",Z,O
115,Selasa,NNP,TIM
